45,1059,0
45,232,4
45,260,1
45,378,0
45,273,0
45,250,0
45,343,0
45,283,0
45,409,1
45,1252,0
45,280,0
45,225,1
45,1028,0
46,1153,0
46,658,21
46,516,4
46,1290,8
46,1254,72
46,769,20
46,594,1
46,354,2
46,15,1
46,498,2
46,925,0
46,243,0
46,667,0
46,1008,53
46,542,0
46,697,115
46,1028,171
46,1181,139
46,1173,3
46,6973,126
47,1020,0
47,356,2
47,961,2
47,432,1
47,648,0
47,475,0
48,162,1
48,433,2
48,275,4
48,466,1
48,91,1
48,485,1
48,643,0
48,624,3
48,341,0
48,404,2
49,197,0
49,1094,0
49,309,0
49,169,0
49,795,0
49,608,0
49,100,0
49,826,0
49,559,1
49,227,0
50,52,0
50,56,0
50,56,0
50,60,0
50,57,0
50,59,2
50,59,0
50,59,0
50,50,0
50,48,3
51,638,0
51,497,0
51,553,0
51,1498,0
51,626,0
51,172,0
51,541,0
51,1112,0
51,421,0
51,548,9
51,159,0
51,1011,5
51,729,14
51,985,17
51,187,5
51,584,9
51,881,9
51,965,10
51,190,2
51,291,1
52,180,0
52,24,0
52,23,0
52,534,42
52,4,0
52,32,0
52,100,0
52,5,0
52,3,0
52,9,0
53,188,0
53,621,1
53,614,3
53,584,0
53,649,2
53,603,1
53,588,2
53,581,0
53,588,0
53,601,1
54,431,0
54,1278,31
54,1094,53
54,570,46
54,1317,44
54,395,0
54,282,9
54,719,46
54,1037,29
54,1035,36
55,226,0
55,1361,20
55,755,6
55,230,2
55,522,22
55,1247,4
55,230,14
55,1172,8
55,1122,54
55,256,4
56,780,0
56,588,0
56,810,0
56,581,1
56,810,1
56,976,0
56,1169,3
56,1199,3
56,726,3
56,796,1
57,261,32
57,416,15
57,251,22
57,309,17
57,356,18
58,571,2
58,1577,41
58,182,12
58,212,39
58,239,15
59,1113,0
59,1365,0
59,658,4
59,16,0
59,651,0
59,230,3
59,209,0
59,218,0
59,300,0
59,163,3
59,609,0
59,248,0
59,196,0
59,239,0
59,340,0
60,224,0
60,151,5
60,260,1
60,593,0
60,264,0
60,125,0
60,151,14
60,681,3
60,277,0
60,140,0
61,1810,0
61,415,0
61,540,3
61,178,0
61,147,6
61,540,2
61,437,0
61,632,0
61,99,1
61,558,0
61,395,1
61,779,1
61,672,2
61,325,0
61,469,1
61,401,2
61,405,1
61,642,4
61,463,4
61,577,0
62,1853,2
62,1367,8
62,1964,2
62,969,11
62,1174,0
62,2419,3
62,835,9
62,868,8
62,643,14
62,4184,3
63,1959,0
63,511,2
63,324,2
63,278,0
63,82,2
63,190,6
63,101,0
63,313,59
63,301,4
63,198,10
64,709,0
64,559,1
64,1409,1
64,669,0
64,297,0
64,2177,2
64,629,3
64,1014,0
64,476,0
64,872,1
65,755,0
65,490,0
65,687,0
65,493,0
65,821,0
65,669,0
65,587,0
65,410,2
65,865,2
65,769,0
66,43,2
66,42,0
66,38,1
66,40,1
66,38,5
66,45,0
66,35,4
66,45,0
66,42,0
66,42,2
67,55,0
67,45,0
67,48,0
67,44,0
67,46,0
67,46,0
67,45,0
67,50,0
67,54,0
67,51,12
68,1029,6
68,718,0
68,476,0
68,911,0
68,581,22
68,526,0
68,1508,0
68,732,4
68,314,0
68,1945,0
68,176,1
69,345,0
69,1332,7
69,744,19
69,893,3
69,649,16
69,1096,8
69,98,3
69,358,14
69,1074,9
69,381,7
70,506,0
70,782,45
70,436,23
70,543,29
70,119,4
70,477,29
70,544,78
70,650,42
70,413,31
70,474,51
71,222,44
71,308,164
71,526,113
71,240,87
71,146,132
72,578,0
72,157,4
72,445,5
72,350,2
72,355,4
72,657,1
72,383,2
72,447,5
72,138,0
72,940,4
73,1403,7
73,2823,19
73,2464,29
73,1569,22
73,672,7
73,1836,11
73,877,14
73,1784,24
73,3226,33
73,407,4
74,2378,31
74,553,0
74,8057,63
74,3029,116
74,4378,137
74,2025,49
74,576,94
74,3426,136
74,2078,106
74,1844,120
75,674,1
75,181,9
75,719,6
75,395,0
75,259,4
75,236,1
75,247,1
75,645,12
75,989,2
75,299,1
76,636,0
76,367,7
76,481,13
76,152,12
76,288,1
76,810,9
76,247,13
76,391,5
76,417,2
76,609,3
77,1017,0
77,1300,10
77,1608,7
77,830,1
77,1222,15
77,1167,7
77,700,14
77,1124,17
77,1518,9
77,708,12
78,803,0
78,613,0
78,972,4
78,1017,11
78,68,6
78,554,0
78,668,0
78,1310,5
78,696,1
78,604,2
79,491,0
79,408,3
79,677,2
79,739,1
79,1183,8
79,951,0
79,1135,1
79,643,16
79,1075,3
79,1390,2
80,274,0
80,386,1
80,350,0
80,278,1
80,489,8
80,407,0
80,253,1
80,424,0
80,419,7
80,310,3
80,404,2
80,400,2
80,250,2
80,304,0
80,314,0
80,435,1
80,293,6
80,297,5
80,420,4
80,215,0
80,393,5
80,384,11
80,265,4
80,221,1
80,347,0
80,277,2
80,304,3
80,369,7
80,204,0
80,353,3
80,242,8
80,322,15
80,313,3
80,211,7
80,403,5
80,450,12
80,151,9
81,386,0
81,343,0
81,438,0
81,390,2
81,361,0
81,410,3
81,322,1
81,398,1
81,443,3
81,413,3
82,787,6
82,566,9
82,557,9
82,546,5
82,582,16
82,899,7
82,1363,12
82,1087,2
82,581,3
82,1189,13
83,1226,0
83,556,6
83,635,1
83,496,14
83,818,2
83,825,10
83,657,13
83,403,7
83,1003,6
83,718,4
84,754,2
84,747,1
84,223,0
84,191,2
84,775,5
84,879,10
84,1161,1
84,394,1
84,908,5
84,1128,21
85,1173,47
85,1686,38
85,737,85
85,676,28
85,548,39
85,572,83
85,791,44
85,890,66
85,805,48
85,149,61
86,126,18
86,851,16
86,778,17
86,965,12
86,460,9
86,418,26
86,508,15
86,583,45
86,415,133
86,546,37
86,471,31
86,627,8
86,406,26
86,596,30
86,502,19
86,333,98
86,528,4
86,1067,12
86,499,30
86,1963,32
86,508,10
86,1699,12
86,120,14
86,731,81
86,2933,16
86,1358,66
86,2477,13
86,196,17
86,754,25
86,2100,43
86,484,21
87,359,3
87,329,3
87,431,3
87,314,3
87,325,1
87,365,10
87,326,1
87,224,5
87,392,3
87,455,10
88,1094,1
88,906,12
88,1119,7
88,646,17
88,1178,2
88,529,28
88,294,45
88,1109,6
88,837,24
88,966,9
89,1122,3
89,189,0
89,1077,1
89,509,0
89,381,4
89,1286,5
89,1222,7
89,1459,3
89,1693,18
89,197,0
90,59,0
90,56,20
90,58,2
90,60,5
90,60,0
90,55,1
90,52,0
90,59,0
90,51,0
90,54,1
91,1588,22
91,1540,21
91,1634,37
91,1802,31
91,555,7
91,473,13
91,1522,13
91,873,18
91,609,17
91,1293,37
92,736,1
92,935,0
92,764,0
92,941,0
92,1174,5
92,2224,0
92,1024,3
92,1007,2
92,986,3
92,906,0
92,901,1
92,1052,3
93,357,0
93,381,1
93,268,1
93,461,3
93,339,1
93,353,0
93,205,0
93,500,0
93,533,0
93,281,1
94,5052,41
94,2660,89
94,2914,39
94,7154,53
94,3148,36
94,2461,40
94,255,26
94,2799,10
94,4401,22
94,3101,11
95,978,94
95,1157,103
95,1267,194
95,1625,158
95,678,156
95,1256,112
95,1826,113
95,1319,125
95,1617,102
95,186,917
95,1509,132
95,1078,110
95,1728,158
95,1290,138
95,1095,289
95,1269,218
95,1825,75
95,638,229
95,1553,152
95,1746,209
95,1254,311
95,1339,128
95,1449,203
95,1781,208
95,2697,315
95,1635,163
95,1495,195
95,1251,142
95,1843,234
95,1805,120
